,Country Name,Indicator Name,Year,Death Rate
13654,Equatorial Guinea,"Death rate, crude (per 1,000 people)",2011-01-01,10.979
13655,Greece,"Death rate, crude (per 1,000 people)",2011-01-01,10.0
13656,Grenada,"Death rate, crude (per 1,000 people)",2011-01-01,7.021
13657,Greenland,"Death rate, crude (per 1,000 people)",2011-01-01,8.4
13658,Guatemala,"Death rate, crude (per 1,000 people)",2011-01-01,5.233
13659,Guam,"Death rate, crude (per 1,000 people)",2011-01-01,5.122
13660,Guyana,"Death rate, crude (per 1,000 people)",2011-01-01,7.455
13661,High income,"Death rate, crude (per 1,000 people)",2011-01-01,8.939357243
13662,"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",2011-01-01,6.0
13663,Honduras,"Death rate, crude (per 1,000 people)",2011-01-01,4.271
13664,Heavily indebted poor countries (HIPC),"Death rate, crude (per 1,000 people)",2011-01-01,9.451676523
13665,Croatia,"Death rate, crude (per 1,000 people)",2011-01-01,11.9
13666,Haiti,"Death rate, crude (per 1,000 people)",2011-01-01,8.762
13667,Hungary,"Death rate, crude (per 1,000 people)",2011-01-01,12.9
13668,IBRD only,"Death rate, crude (per 1,000 people)",2011-01-01,7.286382385
13669,IDA & IBRD total,"Death rate, crude (per 1,000 people)",2011-01-01,7.69604845
13670,IDA total,"Death rate, crude (per 1,000 people)",2011-01-01,8.960704947
13671,IDA blend,"Death rate, crude (per 1,000 people)",2011-01-01,9.930374444
13672,Indonesia,"Death rate, crude (per 1,000 people)",2011-01-01,7.456
13673,IDA only,"Death rate, crude (per 1,000 people)",2011-01-01,8.470279221
13674,Isle of Man,"Death rate, crude (per 1,000 people)",2011-01-01,9.845
13675,India,"Death rate, crude (per 1,000 people)",2011-01-01,7.267
13676,Not classified,"Death rate, crude (per 1,000 people)",2011-01-01,
13677,Ireland,"Death rate, crude (per 1,000 people)",2011-01-01,6.2
13678,"Iran, Islamic Rep.","Death rate, crude (per 1,000 people)",2011-01-01,4.978
13679,Iraq,"Death rate, crude (per 1,000 people)",2011-01-01,5.646
13680,Iceland,"Death rate, crude (per 1,000 people)",2011-01-01,6.2
13681,Israel,"Death rate, crude (per 1,000 people)",2011-01-01,5.3
13682,Italy,"Death rate, crude (per 1,000 people)",2011-01-01,10.0
13683,Jamaica,"Death rate, crude (per 1,000 people)",2011-01-01,5.871
13684,Jordan,"Death rate, crude (per 1,000 people)",2011-01-01,3.597
13685,Japan,"Death rate, crude (per 1,000 people)",2011-01-01,9.9
13686,Kazakhstan,"Death rate, crude (per 1,000 people)",2011-01-01,8.72
13687,Kenya,"Death rate, crude (per 1,000 people)",2011-01-01,7.428
13688,Kyrgyz Republic,"Death rate, crude (per 1,000 people)",2011-01-01,6.5
13689,Cambodia,"Death rate, crude (per 1,000 people)",2011-01-01,5.947
13690,Kiribati,"Death rate, crude (per 1,000 people)",2011-01-01,7.007
13691,St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",2011-01-01,9.362
13692,"Korea, Rep.","Death rate, crude (per 1,000 people)",2011-01-01,5.1
13693,Kuwait,"Death rate, crude (per 1,000 people)",2011-01-01,1.752
13694,Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",2011-01-01,6.114956814
13695,Lao PDR,"Death rate, crude (per 1,000 people)",2011-01-01,7.762
13696,Lebanon,"Death rate, crude (per 1,000 people)",2011-01-01,4.099
13697,Liberia,"Death rate, crude (per 1,000 people)",2011-01-01,9.741
13698,Libya,"Death rate, crude (per 1,000 people)",2011-01-01,5.479
13699,St. Lucia,"Death rate, crude (per 1,000 people)",2011-01-01,7.34
13700,Latin America & Caribbean,"Death rate, crude (per 1,000 people)",2011-01-01,6.110149641
13701,Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",2011-01-01,8.737546182
13702,Low income,"Death rate, crude (per 1,000 people)",2011-01-01,9.30211409
13703,Liechtenstein,"Death rate, crude (per 1,000 people)",2011-01-01,6.8
13704,Sri Lanka,"Death rate, crude (per 1,000 people)",2011-01-01,7.371
13705,Lower middle income,"Death rate, crude (per 1,000 people)",2011-01-01,7.663989103
13706,Low & middle income,"Death rate, crude (per 1,000 people)",2011-01-01,7.526004358
13707,Lesotho,"Death rate, crude (per 1,000 people)",2011-01-01,17.828
13708,Late-demographic dividend,"Death rate, crude (per 1,000 people)",2011-01-01,7.426869463
13709,Lithuania,"Death rate, crude (per 1,000 people)",2011-01-01,13.6
13710,Luxembourg,"Death rate, crude (per 1,000 people)",2011-01-01,7.4
13711,Latvia,"Death rate, crude (per 1,000 people)",2011-01-01,13.9
13712,"Macao SAR, China","Death rate, crude (per 1,000 people)",2011-01-01,3.719
13713,St. Martin (French part),"Death rate, crude (per 1,000 people)",2011-01-01,3.72
13714,Morocco,"Death rate, crude (per 1,000 people)",2011-01-01,5.91
13715,Monaco,"Death rate, crude (per 1,000 people)",2011-01-01,
13716,Moldova,"Death rate, crude (per 1,000 people)",2011-01-01,13.074
13717,Madagascar,"Death rate, crude (per 1,000 people)",2011-01-01,7.427
13718,Maldives,"Death rate, crude (per 1,000 people)",2011-01-01,3.004
13719,Middle East & North Africa,"Death rate, crude (per 1,000 people)",2011-01-01,4.915449203
13720,Mexico,"Death rate, crude (per 1,000 people)",2011-01-01,5.597
13721,Marshall Islands,"Death rate, crude (per 1,000 people)",2011-01-01,6.848
13722,Middle income,"Death rate, crude (per 1,000 people)",2011-01-01,7.345244809
13723,North Macedonia,"Death rate, crude (per 1,000 people)",2011-01-01,9.5
13724,Mali,"Death rate, crude (per 1,000 people)",2011-01-01,11.498
13725,Malta,"Death rate, crude (per 1,000 people)",2011-01-01,7.8
13726,Myanmar,"Death rate, crude (per 1,000 people)",2011-01-01,9.026
13727,Middle East & North Africa (excluding high income),"Death rate, crude (per 1,000 people)",2011-01-01,5.300158628
13728,Montenegro,"Death rate, crude (per 1,000 people)",2011-01-01,9.4
13729,Mongolia,"Death rate, crude (per 1,000 people)",2011-01-01,6.741
13730,Northern Mariana Islands,"Death rate, crude (per 1,000 people)",2011-01-01,
13731,Mozambique,"Death rate, crude (per 1,000 people)",2011-01-01,11.473
13732,Mauritania,"Death rate, crude (per 1,000 people)",2011-01-01,8.454
13733,Mauritius,"Death rate, crude (per 1,000 people)",2011-01-01,7.3
13734,Malawi,"Death rate, crude (per 1,000 people)",2011-01-01,10.608
13735,Malaysia,"Death rate, crude (per 1,000 people)",2011-01-01,4.928
13736,North America,"Death rate, crude (per 1,000 people)",2011-01-01,7.976192241
13737,Namibia,"Death rate, crude (per 1,000 people)",2011-01-01,10.861
13738,New Caledonia,"Death rate, crude (per 1,000 people)",2011-01-01,5.2
13739,Niger,"Death rate, crude (per 1,000 people)",2011-01-01,10.145
13740,Nigeria,"Death rate, crude (per 1,000 people)",2011-01-01,14.336
13741,Nicaragua,"Death rate, crude (per 1,000 people)",2011-01-01,4.444
13742,Netherlands,"Death rate, crude (per 1,000 people)",2011-01-01,8.1
13743,Norway,"Death rate, crude (per 1,000 people)",2011-01-01,8.4
13744,Nepal,"Death rate, crude (per 1,000 people)",2011-01-01,6.891
13745,Nauru,"Death rate, crude (per 1,000 people)",2011-01-01,7.916
13746,New Zealand,"Death rate, crude (per 1,000 people)",2011-01-01,6.86
13747,OECD members,"Death rate, crude (per 1,000 people)",2011-01-01,8.048879455
13748,Oman,"Death rate, crude (per 1,000 people)",2011-01-01,2.457
13749,Other small states,"Death rate, crude (per 1,000 people)",2011-01-01,7.872034349
13750,Pakistan,"Death rate, crude (per 1,000 people)",2011-01-01,7.524
13751,Panama,"Death rate, crude (per 1,000 people)",2011-01-01,4.789
13752,Peru,"Death rate, crude (per 1,000 people)",2011-01-01,6.864
13753,Philippines,"Death rate, crude (per 1,000 people)",2011-01-01,5.668
13754,Palau,"Death rate, crude (per 1,000 people)",2011-01-01,8.3
13755,Papua New Guinea,"Death rate, crude (per 1,000 people)",2011-01-01,6.951
13756,Poland,"Death rate, crude (per 1,000 people)",2011-01-01,9.9
13757,Pre-demographic dividend,"Death rate, crude (per 1,000 people)",2011-01-01,10.610645
13758,Puerto Rico,"Death rate, crude (per 1,000 people)",2011-01-01,8.0
13759,"Korea, Dem. People's Rep.","Death rate, crude (per 1,000 people)",2011-01-01,8.609
13760,Portugal,"Death rate, crude (per 1,000 people)",2011-01-01,9.7
13761,Paraguay,"Death rate, crude (per 1,000 people)",2011-01-01,5.506
13762,West Bank and Gaza,"Death rate, crude (per 1,000 people)",2011-01-01,3.459
13763,Pacific island small states,"Death rate, crude (per 1,000 people)",2011-01-01,6.350840412
13764,Post-demographic dividend,"Death rate, crude (per 1,000 people)",2011-01-01,8.976251527
13765,French Polynesia,"Death rate, crude (per 1,000 people)",2011-01-01,2.832
13766,Qatar,"Death rate, crude (per 1,000 people)",2011-01-01,1.188
13767,Romania,"Death rate, crude (per 1,000 people)",2011-01-01,12.5
13768,Russian Federation,"Death rate, crude (per 1,000 people)",2011-01-01,13.5
13769,Rwanda,"Death rate, crude (per 1,000 people)",2011-01-01,7.814
13770,South Asia,"Death rate, crude (per 1,000 people)",2011-01-01,7.199881146
13771,Saudi Arabia,"Death rate, crude (per 1,000 people)",2011-01-01,2.413
13772,Sudan,"Death rate, crude (per 1,000 people)",2011-01-01,7.541
13773,Senegal,"Death rate, crude (per 1,000 people)",2011-01-01,6.894
13774,Singapore,"Death rate, crude (per 1,000 people)",2011-01-01,4.5
13775,Solomon Islands,"Death rate, crude (per 1,000 people)",2011-01-01,5.544
13776,Sierra Leone,"Death rate, crude (per 1,000 people)",2011-01-01,12.481
13777,El Salvador,"Death rate, crude (per 1,000 people)",2011-01-01,6.892
13778,San Marino,"Death rate, crude (per 1,000 people)",2011-01-01,6.8
13779,Somalia,"Death rate, crude (per 1,000 people)",2011-01-01,14.856
13780,Serbia,"Death rate, crude (per 1,000 people)",2011-01-01,14.2
13781,Sub-Saharan Africa (excluding high income),"Death rate, crude (per 1,000 people)",2011-01-01,10.59166044
13782,South Sudan,"Death rate, crude (per 1,000 people)",2011-01-01,11.6
13783,Sub-Saharan Africa,"Death rate, crude (per 1,000 people)",2011-01-01,10.59140016
13784,Small states,"Death rate, crude (per 1,000 people)",2011-01-01,7.556520151
13785,Sao Tome and Principe,"Death rate, crude (per 1,000 people)",2011-01-01,7.145
13786,Suriname,"Death rate, crude (per 1,000 people)",2011-01-01,7.217
13787,Slovak Republic,"Death rate, crude (per 1,000 people)",2011-01-01,9.6
13788,Slovenia,"Death rate, crude (per 1,000 people)",2011-01-01,9.1
13789,Sweden,"Death rate, crude (per 1,000 people)",2011-01-01,9.5
13790,Eswatini,"Death rate, crude (per 1,000 people)",2011-01-01,14.926
13791,Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",2011-01-01,5.1
13792,Seychelles,"Death rate, crude (per 1,000 people)",2011-01-01,7.9
13793,Syrian Arab Republic,"Death rate, crude (per 1,000 people)",2011-01-01,3.934
13794,Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",2011-01-01,6.047
13795,Chad,"Death rate, crude (per 1,000 people)",2011-01-01,15.056
13796,East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2011-01-01,7.045001291
13797,Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2011-01-01,10.55262336
13798,Togo,"Death rate, crude (per 1,000 people)",2011-01-01,9.98
13799,Thailand,"Death rate, crude (per 1,000 people)",2011-01-01,6.393
13800,Tajikistan,"Death rate, crude (per 1,000 people)",2011-01-01,5.808
13801,Turkmenistan,"Death rate, crude (per 1,000 people)",2011-01-01,6.356
13802,Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2011-01-01,6.05254936
13803,Timor-Leste,"Death rate, crude (per 1,000 people)",2011-01-01,7.895
13804,Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2011-01-01,5.320827776
13805,Tonga,"Death rate, crude (per 1,000 people)",2011-01-01,6.624
13806,South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",2011-01-01,7.199881146
13807,Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",2011-01-01,10.59140016
13808,Trinidad and Tobago,"Death rate, crude (per 1,000 people)",2011-01-01,6.618
13809,Tunisia,"Death rate, crude (per 1,000 people)",2011-01-01,5.441
13810,Turkiye,"Death rate, crude (per 1,000 people)",2011-01-01,5.44
13811,Tuvalu,"Death rate, crude (per 1,000 people)",2011-01-01,10.021
13812,Tanzania,"Death rate, crude (per 1,000 people)",2011-01-01,8.435
13813,Uganda,"Death rate, crude (per 1,000 people)",2011-01-01,8.319
13814,Ukraine,"Death rate, crude (per 1,000 people)",2011-01-01,14.5
13815,Upper middle income,"Death rate, crude (per 1,000 people)",2011-01-01,7.029734678
13816,Uruguay,"Death rate, crude (per 1,000 people)",2011-01-01,9.402
13817,United States,"Death rate, crude (per 1,000 people)",2011-01-01,8.073
13818,Uzbekistan,"Death rate, crude (per 1,000 people)",2011-01-01,4.9
13819,St. Vincent and the Grenadines,"Death rate, crude (per 1,000 people)",2011-01-01,7.187
13820,"Venezuela, RB","Death rate, crude (per 1,000 people)",2011-01-01,5.649
13821,British Virgin Islands,"Death rate, crude (per 1,000 people)",2011-01-01,5.391
13822,Virgin Islands (U.S.),"Death rate, crude (per 1,000 people)",2011-01-01,6.6
13823,Viet Nam,"Death rate, crude (per 1,000 people)",2011-01-01,6.195
13824,Vanuatu,"Death rate, crude (per 1,000 people)",2011-01-01,6.061
13825,World,"Death rate, crude (per 1,000 people)",2011-01-01,7.785883201
13826,Samoa,"Death rate, crude (per 1,000 people)",2011-01-01,5.308
13827,Kosovo,"Death rate, crude (per 1,000 people)",2011-01-01,4.661
13828,"Yemen, Rep.","Death rate, crude (per 1,000 people)",2011-01-01,5.554
13829,South Africa,"Death rate, crude (per 1,000 people)",2011-01-01,10.592
13830,Zambia,"Death rate, crude (per 1,000 people)",2011-01-01,8.763
13831,Zimbabwe,"Death rate, crude (per 1,000 people)",2011-01-01,11.857
13832,Aruba,"Death rate, crude (per 1,000 people)",2012-01-01,7.187
13833,Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",2012-01-01,9.101050391
13834,Afghanistan,"Death rate, crude (per 1,000 people)",2012-01-01,7.711
13835,Africa Western and Central,"Death rate, crude (per 1,000 people)",2012-01-01,11.96480522
13836,Angola,"Death rate, crude (per 1,000 people)",2012-01-01,10.031
13837,Albania,"Death rate, crude (per 1,000 people)",2012-01-01,7.573
13838,Andorra,"Death rate, crude (per 1,000 people)",2012-01-01,3.9
13839,Arab World,"Death rate, crude (per 1,000 people)",2012-01-01,5.559297792
13840,United Arab Emirates,"Death rate, crude (per 1,000 people)",2012-01-01,0.85
13841,Argentina,"Death rate, crude (per 1,000 people)",2012-01-01,7.394
13842,Armenia,"Death rate, crude (per 1,000 people)",2012-01-01,9.761
13843,American Samoa,"Death rate, crude (per 1,000 people)",2012-01-01,
13844,Antigua and Barbuda,"Death rate, crude (per 1,000 people)",2012-01-01,5.585
13845,Australia,"Death rate, crude (per 1,000 people)",2012-01-01,6.6
13846,Austria,"Death rate, crude (per 1,000 people)",2012-01-01,9.4
13847,Azerbaijan,"Death rate, crude (per 1,000 people)",2012-01-01,5.9
13848,Burundi,"Death rate, crude (per 1,000 people)",2012-01-01,9.625
13849,Belgium,"Death rate, crude (per 1,000 people)",2012-01-01,9.8
13850,Benin,"Death rate, crude (per 1,000 people)",2012-01-01,10.224
13851,Burkina Faso,"Death rate, crude (per 1,000 people)",2012-01-01,10.507
13852,Bangladesh,"Death rate, crude (per 1,000 people)",2012-01-01,5.868
13853,Bulgaria,"Death rate, crude (per 1,000 people)",2012-01-01,15.0
13854,Bahrain,"Death rate, crude (per 1,000 people)",2012-01-01,1.935
13855,"Bahamas, The","Death rate, crude (per 1,000 people)",2012-01-01,6.491
13856,Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",2012-01-01,9.888
13857,Belarus,"Death rate, crude (per 1,000 people)",2012-01-01,13.4
13858,Belize,"Death rate, crude (per 1,000 people)",2012-01-01,4.457
13859,Bermuda,"Death rate, crude (per 1,000 people)",2012-01-01,6.8
13860,Bolivia,"Death rate, crude (per 1,000 people)",2012-01-01,7.433
13861,Brazil,"Death rate, crude (per 1,000 people)",2012-01-01,6.34
13862,Barbados,"Death rate, crude (per 1,000 people)",2012-01-01,8.879
13863,Brunei Darussalam,"Death rate, crude (per 1,000 people)",2012-01-01,3.926
13864,Bhutan,"Death rate, crude (per 1,000 people)",2012-01-01,6.689
13865,Botswana,"Death rate, crude (per 1,000 people)",2012-01-01,8.671
13866,Central African Republic,"Death rate, crude (per 1,000 people)",2012-01-01,13.622
13867,Canada,"Death rate, crude (per 1,000 people)",2012-01-01,7.1
13868,Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",2012-01-01,11.49672886
13869,Switzerland,"Death rate, crude (per 1,000 people)",2012-01-01,8.0
13870,Channel Islands,"Death rate, crude (per 1,000 people)",2012-01-01,8.309114178
13871,Chile,"Death rate, crude (per 1,000 people)",2012-01-01,6.074
13872,China,"Death rate, crude (per 1,000 people)",2012-01-01,7.13
13873,Cote d'Ivoire,"Death rate, crude (per 1,000 people)",2012-01-01,10.517
13874,Cameroon,"Death rate, crude (per 1,000 people)",2012-01-01,10.235
13875,"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",2012-01-01,11.166
13876,"Congo, Rep.","Death rate, crude (per 1,000 people)",2012-01-01,7.753
13877,Colombia,"Death rate, crude (per 1,000 people)",2012-01-01,4.982
13878,Comoros,"Death rate, crude (per 1,000 people)",2012-01-01,9.175
13879,Cabo Verde,"Death rate, crude (per 1,000 people)",2012-01-01,5.808
13880,Costa Rica,"Death rate, crude (per 1,000 people)",2012-01-01,4.541
13881,Caribbean small states,"Death rate, crude (per 1,000 people)",2012-01-01,7.20839974
13882,Cuba,"Death rate, crude (per 1,000 people)",2012-01-01,8.571
13883,Curacao,"Death rate, crude (per 1,000 people)",2012-01-01,8.2
13884,Cayman Islands,"Death rate, crude (per 1,000 people)",2012-01-01,3.3
13885,Cyprus,"Death rate, crude (per 1,000 people)",2012-01-01,6.439
13886,Czechia,"Death rate, crude (per 1,000 people)",2012-01-01,10.3
13887,Germany,"Death rate, crude (per 1,000 people)",2012-01-01,10.8
13888,Djibouti,"Death rate, crude (per 1,000 people)",2012-01-01,8.924
13889,Dominica,"Death rate, crude (per 1,000 people)",2012-01-01,12.186
13890,Denmark,"Death rate, crude (per 1,000 people)",2012-01-01,9.4
13891,Dominican Republic,"Death rate, crude (per 1,000 people)",2012-01-01,5.802
